id,phenomena,family,spoken_rendering,expected_summary,actual_summary,failure_signature,selected_because
rd-81b6a62555d87b612b0187fa,,family-two-independent-tasks-person,"Buy oat milk for the client account with Maya Chen. Also, call Maya about dinner.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""buy oat milk for the client account""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Maya Chen"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""buy oat milk for the client account"",""type"":""task""},{""date"":null,""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Buy oat milk for the client account with Maya Chen"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Buy oat milk for the client account with Maya Chen"",""rawQuote"":""Buy oat milk for the client account with Maya Chen"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Buy oat milk for the client account with Maya Chen"",""type"":""shopping"",""wasRepaired"":false},{""analysis"":""call Maya about dinner"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner"",""rawQuote"":""call Maya about dinner"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Buy oat milk for the client account with Maya Chen. Also, call Maya about dinner.""}",person_preservation|type:9d0cc991e51b6027,failure|hash_random_fill
rd-1d74f94b2c19a1fb265d6136,rambling-introduction,family-partial-review-person-date,"Let me put this down while I remember: I'm not sure whether this is a task or just something to keep, but remember that follow up about the proposal for the birthday with Priya Shah.","{""ambiguity_policy"":""preserve-only"",""item_count"":1,""items"":[{""date"":null,""facts"":[""follow up about the proposal for the birthday""],""forbidden_facts"":[],""location"":null,""needs_review"":true,""negation"":false,""person"":""Priya Shah"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""uncertain"",""time"":null,""title"":""follow up about the proposal for the birthday"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Let me put this down while I remember: I'm not sure whether this is a task or just something to keep, but remember that follow up about the proposal for the birthday with Priya Shah."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Let me put this down while I remember: I'm not sure whether this is a task or just something to keep, but remember that follow up about the proposal for the birthday with Priya Shah."",""rawQuote"":""Let me put this down while I remember: I'm not sure whether this is a task or just something to keep, but remember that follow up about the proposal for the birthday with Priya Shah."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Let me put this down while I remember: I'm not sure whether this is a task or just something to keep, but remember that follow up about the proposal for the birthday with Priya Shah"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Let me put this down while I remember: I'm not sure whether this is a task or just something to keep, but remember that follow up about the proposal for the birthday with Priya Shah.""}",person_preservation|review_ambiguity_behavior:70d7a26bcbf573eb,phenomenon_coverage|failure|ai_candidate
rd-9861124c303503d90841c01b,sign-off-trailing-noise,family-single-task-plain,"Send the project update for the core project, okay thanks, sent from my phone.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""send the project update for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""send the project update for the core project"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Send the project update for the core project, okay thanks, sent from my phone."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Send the project update for the core project, okay thanks, sent from my phone."",""rawQuote"":""Send the project update for the core project, okay thanks, sent from my phone."",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Send the project update for the core project, okay thanks, sent from my phone"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Send the project update for the core project, okay thanks, sent from my phone.""}",,phenomenon_coverage
rd-835329e9b82208df10373ec0,,family-date-only-shared-context,Note the warranty date for the launch with Elena Costa at Farm Boy on Fri Aug 7.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Fri Aug 7"",""facts"":[""note the warranty date for the launch""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Elena Costa"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""note the warranty date for the launch"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Note the warranty date for the launch with Elena Costa at Farm Boy on Fri Aug 7."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Note the warranty date for the launch with Elena Costa at Farm Boy on Fri Aug 7."",""rawQuote"":""Note the warranty date for the launch with Elena Costa at Farm Boy on Fri Aug 7."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The warranty date for the launch with Elena Costa at Farm Boy on Fri Aug 7"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Note the warranty date for the launch with Elena Costa at Farm Boy on Fri Aug 7.""}",date_preservation|location_preservation|person_preservation:7a8c952485b3c07d,failure|hash_random_fill
rd-85e254eec66da268140e07cc,,family-cancellation-priority-context,Cancel the saved reminder to water the basil for the tax filing.,"{""ambiguity_policy"":""act"",""item_count"":0,""items"":[],""operations"":[{""operation"":""cancel"",""scoped"":false,""target"":""water the basil for the tax filing""}],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[],""operations"":[{""operation"":""cancel"",""scoped"":false,""target"":""saved reminder to water the basil for the tax filing""}],""text"":""Cancel the saved reminder to water the basil for the tax filing.""}",cancellation_correctness:78b75480f29ec647,safety_critical|failure
rd-5aee3401a901396f1352a870,recurrence,family-recurrence-relative-date,"Every Tuesday, Take out the recycling for the travel plan on Tue Aug 4 every Tuesday.","{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Tue Aug 4"",""facts"":[""take out the recycling for the travel plan""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":""weekly:tuesday"",""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""take out the recycling for the travel plan"",""type"":""reminder""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Every Tuesday Take out the recycling for the travel plan on Tue Aug 4 every Tuesday"",""delivery"":""none"",""due"":1785848400,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Take out the recycling for the travel plan on Tue Aug 4 every Tuesday"",""rawQuote"":""Take out the recycling for the travel plan on Tue Aug 4 every Tuesday"",""recurrence"":""weekly x1 days[3]"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Take out the recycling for the travel plan on Tue Aug 4 every Tuesday"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Every Tuesday, Take out the recycling for the travel plan on Tue Aug 4 every Tuesday.""}",type:177d7631d2f6bfa4,phenomenon_coverage|failure|suspicious_synthetic
rd-044efa7fe8dcd79648c22f40,,family-two-tasks-shared-location-person-time,"Print the handouts for the interview with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30. Also, call Maya about dinner with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":""Tue Aug 4"",""facts"":[""print the handouts for the interview""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Noah Brooks"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""09:30"",""title"":""print the handouts for the interview"",""type"":""task""},{""date"":""Tue Aug 4"",""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Noah Brooks"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""09:30"",""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":""Farm Boy"",""person"":""Noah Brooks"",""temporal"":null}}","{""items"":[{""analysis"":""Print the handouts for the interview with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30"",""delivery"":""none"",""due"":1785850200,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Print the handouts for the interview with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30"",""rawQuote"":""Print the handouts for the interview with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Print the handouts for the interview with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30"",""type"":""task"",""wasRepaired"":false},{""analysis"":""call Maya about dinner with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30"",""delivery"":""none"",""due"":1785850200,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30"",""rawQuote"":""call Maya about dinner with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Print the handouts for the interview with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30. Also, call Maya about dinner with Noah Brooks at Farm Boy on Tue Aug 4 at 09:30.""}",location_preservation|person_preservation|time_preservation|type:a8ea155a6d94fb7f,failure|hash_random_fill
rd-75ef5cac429393e4bc1efff5,,family-partial-review-relative-date,Maybe follow up about the proposal for the travel plan…,"{""ambiguity_policy"":""preserve-only"",""item_count"":1,""items"":[{""date"":null,""facts"":[""follow up about the proposal for the travel plan""],""forbidden_facts"":[],""location"":null,""needs_review"":true,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""uncertain"",""time"":null,""title"":""follow up about the proposal for the travel plan"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Maybe follow up about the proposal for the travel plan…"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Maybe follow up about the proposal for the travel plan…"",""rawQuote"":""Maybe follow up about the proposal for the travel plan…"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Follow up about the proposal for the travel plan…"",""type"":""task"",""wasRepaired"":false}],""operations"":[],""text"":""Maybe follow up about the proposal for the travel plan…""}",review_ambiguity_behavior|routing|type:f8100f4eecde71a2,failure|hash_random_fill
rd-9004915c47da2ba8fcbc93ba,false-start|restart|multiple-thoughts|numbered-list|sign-off-trailing-noise,family-information-plus-task-person-date,"Okay, two things. First, I want to remember that the tea shelf is empty; then remind me to order more tea for the birthday with Priya Shah on Tue Aug 4, okay that's all.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""the tea shelf is empty""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""the tea shelf is empty"",""type"":""memory""},{""date"":""Tue Aug 4"",""facts"":[""order more tea for the birthday""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Priya Shah"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""order more tea for the birthday"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""two things"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""two things"",""rawQuote"":""two things"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Two things"",""type"":""note"",""wasRepaired"":false},{""analysis"":""I want to remember that the tea shelf is empty"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""I want to remember that the tea shelf is empty"",""rawQuote"":""I want to remember that the tea shelf is empty"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The tea shelf is empty"",""type"":""note"",""wasRepaired"":false},{""analysis"":""remind me to order more tea for the birthday with Priya Shah on Tue Aug 4, okay that's all"",""delivery"":""notification"",""due"":1785816000,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""remind me to order more tea for the birthday with Priya Shah on Tue Aug 4, okay that's all"",""rawQuote"":""remind me to order more tea for the birthday with Priya Shah on Tue Aug 4, okay that's all"",""recurrence"":""nil"",""reminder"":1785848400,""route"":""Today"",""state"":""resolved"",""title"":""Order more tea for the birthday with Priya Shah on Tue Aug 4, okay that's all"",""type"":""shopping"",""wasRepaired"":false}],""operations"":[],""text"":""Okay, two things. First, I want to remember that the tea shelf is empty; then remind me to order more tea for the birthday with Priya Shah on Tue Aug 4, okay that's all.""}",date_preservation|item_count|over_split|person_preservation|routing|type|wrong_merge:59da48662667f98e,phenomenon_coverage|multi_phenomenon|failure|compound_failure|unusual_item_count|ai_candidate
rd-2e044a36436b1498ed0a6fb7,conditional-intent,family-partial-review-plain,"If Maya calls, Maybe follow up about the proposal for the core project.","{""ambiguity_policy"":""preserve-only"",""item_count"":1,""items"":[{""date"":null,""facts"":[""follow up about the proposal for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":true,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""uncertain"",""time"":null,""title"":""follow up about the proposal for the core project"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""If Maya calls, Maybe follow up about the proposal for the core project."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""If Maya calls, Maybe follow up about the proposal for the core project."",""rawQuote"":""If Maya calls, Maybe follow up about the proposal for the core project."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""If Maya calls, Maybe follow up about the proposal for the core project"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""If Maya calls, Maybe follow up about the proposal for the core project.""}",review_ambiguity_behavior:1ed05df13adc5ba4,phenomenon_coverage|failure|suspicious_synthetic
rd-373e2ef659e9333d8c17eb72,past-event,family-memory-plain,Yesterday I did this: Remember the window-seat preference for the core project.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":null,""facts"":[""remember the window-seat preference for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""remember the window-seat preference for the core project"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Yesterday I did this:"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Yesterday I did this:"",""rawQuote"":""Yesterday I did this:"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Yesterday I did this"",""type"":""note"",""wasRepaired"":false},{""analysis"":""Remember the window-seat preference for the core project"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Remember the window-seat preference for the core project"",""rawQuote"":""Remember the window-seat preference for the core project"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The window-seat preference for the core project"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Yesterday I did this: Remember the window-seat preference for the core project.""}",item_count|over_split|routing|type|wrong_merge:41caf148a3bc59f8,phenomenon_coverage|failure|compound_failure|unusual_item_count|suspicious_synthetic
rd-5277e8ac32555a6a919965e8,,family-completed-action-weekend-context,Already file the tax receipt for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Sat Aug 8"",""facts"":[""file the tax receipt for the family trip""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Xochitl Rivera"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""completed"",""time"":""11:00"",""title"":""file the tax receipt for the family trip"",""type"":""memory""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[],""operations"":[{""operation"":""complete"",""scoped"":false,""target"":""file the tax receipt for the family trip with xochitl rivera at farm boy on sat aug 8 at 11:00""}],""text"":""Already file the tax receipt for the family trip with Xochitl Rivera at Farm Boy on Sat Aug 8 at 11:00.""}",cancellation_correctness|date_preservation|false_negative_item_creation|item_count|location_preservation|lost_information|person_preservation|recurrence_preservation|routing|time_preservation|title_content_preservation|type|under_split|wrong_merge:38bbeb4049f60a00,failure|compound_failure|unusual_item_count|hash_random_fill
rd-f21de9502f40ce818049ebe1,,family-person-fact-priority-context,Remember the design-team detail for the tax filing with Hope Reed on Wed Aug 5.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Wed Aug 5"",""facts"":[""remember the design-team detail for the tax filing""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Hope Reed"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""remember the design-team detail for the tax filing"",""type"":""personFact""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Remember the design-team detail for the tax filing with Hope Reed on Wed Aug 5."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Remember the design-team detail for the tax filing with Hope Reed on Wed Aug 5."",""rawQuote"":""Remember the design-team detail for the tax filing with Hope Reed on Wed Aug 5."",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""The design-team detail for the tax filing with Hope Reed on Wed Aug 5"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Remember the design-team detail for the tax filing with Hope Reed on Wed Aug 5.""}",date_preservation|person_preservation|type:a3b9372218a74ce2,failure|hash_random_fill
rd-b39a0eb67bb481956e6e5f23,multiple-tasks,family-two-independent-tasks-plain,"Buy oat milk for the core project. Also, call Maya about dinner","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":null,""facts"":[""buy oat milk for the core project""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""buy oat milk for the core project"",""type"":""task""},{""date"":null,""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Buy oat milk for the core project"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Buy oat milk for the core project"",""rawQuote"":""Buy oat milk for the core project"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Buy oat milk for the core project"",""type"":""shopping"",""wasRepaired"":false},{""analysis"":""call Maya about dinner"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner"",""rawQuote"":""call Maya about dinner"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Buy oat milk for the core project. Also, call Maya about dinner""}",invented_information|person_preservation|type:86dd6c58726ec962,phenomenon_coverage|failure
rd-c2ae2c8d611f21b0350f92d5,filler-words|rephrasing|rambling-ending,family-task-plus-question-person-time,"Okay, so, make sure I remember to call the venue for the interview with Noah Brooks on Tue Aug 4 at 09:30; then remember that ask when the doors open—yeah, that's what I meant.","{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":""Tue Aug 4"",""facts"":[""call the venue for the interview""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Noah Brooks"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":""09:30"",""title"":""call the venue for the interview"",""type"":""task""},{""date"":null,""facts"":[""ask when the doors open""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":null,""title"":""ask when the doors open"",""type"":""note""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""make sure I remember to call the venue for the interview with Noah Brooks on Tue Aug 4 at 09:30"",""delivery"":""none"",""due"":1785850200,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""make sure I remember to call the venue for the interview with Noah Brooks on Tue Aug 4 at 09:30"",""rawQuote"":""make sure I remember to call the venue for the interview with Noah Brooks on Tue Aug 4 at 09:30"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call the venue for the interview with Noah Brooks on Tue Aug 4 at 09:30"",""type"":""task"",""wasRepaired"":false},{""analysis"":""remember that ask when the doors open—yeah, that's"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""remember that ask when the doors open—yeah, that's"",""rawQuote"":""remember that ask when the doors open—yeah, that's"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Ask when the doors open—yeah, that's"",""type"":""note"",""wasRepaired"":false}],""operations"":[],""text"":""Okay, so, make sure I remember to call the venue for the interview with Noah Brooks on Tue Aug 4 at 09:30; then remember that ask when the doors open—yeah, that's what I meant.""}",person_preservation|time_preservation:166c60e27900812c,phenomenon_coverage|multi_phenomenon|failure|ai_candidate
rd-d039a4346c697d709bf8953e,,family-two-independent-tasks-priority-context,Remind me to buy oat milk for the tax filing with Hope Reed on Wed Aug 5; and also add this to my list: call Maya about dinner.,"{""ambiguity_policy"":""act"",""item_count"":2,""items"":[{""date"":""Wed Aug 5"",""facts"":[""buy oat milk for the tax filing""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":""Hope Reed"",""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""buy oat milk for the tax filing"",""type"":""task""},{""date"":null,""facts"":[""call Maya about dinner""],""forbidden_facts"":[],""location"":null,""needs_review"":false,""negation"":false,""person"":null,""prohibition"":false,""recurrence"":null,""route"":""Today"",""state"":""outstanding"",""time"":null,""title"":""call Maya about dinner"",""type"":""task""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Remind me to buy oat milk for the tax filing with Hope Reed on Wed Aug 5"",""delivery"":""notification"",""due"":1785902400,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""buy oat milk for the tax filing with Hope Reed on Wed Aug 5"",""rawQuote"":""buy oat milk for the tax filing with Hope Reed on Wed Aug 5"",""recurrence"":""nil"",""reminder"":1785934800,""route"":""Today"",""state"":""resolved"",""title"":""Buy oat milk for the tax filing with Hope Reed on Wed Aug 5"",""type"":""shopping"",""wasRepaired"":false},{""analysis"":""add this to my list:"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""add this to my list:"",""rawQuote"":""add this to my list:"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Add this to my list"",""type"":""task"",""wasRepaired"":false},{""analysis"":""call Maya about dinner"",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":""Maya"",""quote"":""call Maya about dinner"",""rawQuote"":""call Maya about dinner"",""recurrence"":""nil"",""reminder"":null,""route"":""Today"",""state"":""resolved"",""title"":""Call Maya about dinner"",""type"":""personFollowUp"",""wasRepaired"":false}],""operations"":[],""text"":""Remind me to buy oat milk for the tax filing with Hope Reed on Wed Aug 5; and also add this to my list: call Maya about dinner.""}",item_count|over_split|person_preservation|routing|time_preservation|type|wrong_merge:fec4b5ad8290f659,failure|compound_failure|unusual_item_count|ai_candidate|hash_random_fill
rd-719d3efe15b88cb189130063,rambling-introduction,family-person-fact-shared-context,Let me put this down while I remember: a note for later: the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00.,"{""ambiguity_policy"":""act"",""item_count"":1,""items"":[{""date"":""Fri Aug 7"",""facts"":[""remember the design-team detail for the launch""],""forbidden_facts"":[],""location"":""Farm Boy"",""needs_review"":false,""negation"":false,""person"":""Elena Costa"",""prohibition"":false,""recurrence"":null,""route"":""Memory"",""state"":""informational"",""time"":""14:00"",""title"":""remember the design-team detail for the launch"",""type"":""personFact""}],""operations"":[],""shared_context"":{""location"":null,""person"":null,""temporal"":null}}","{""items"":[{""analysis"":""Let me put this down while I remember: a note for later: the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm."",""delivery"":""none"",""due"":null,""location"":""nil"",""needsReview"":false,""person"":null,""quote"":""Let me put this down while I remember: a note for later: the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm."",""rawQuote"":""Let me put this down while I remember: a note for later: the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00"",""recurrence"":""nil"",""reminder"":null,""route"":""Memory"",""state"":""resolved"",""title"":""Let me put this down while I remember: a note for later: the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 2:00 pm"",""type"":""note"",""wasRepaired"":true}],""operations"":[],""text"":""Let me put this down while I remember: a note for later: the design-team detail for the launch with Elena Costa at Farm Boy on Fri Aug 7 at 14:00.""}",date_preservation|location_preservation|lost_information|person_preservation|time_preservation|title_content_preservation|type:c58a6b027807b18f,phenomenon_coverage|failure|compound_failure|ai_candidate
